country,region,dev_level,year,gdp_growth,gdp_level,inflation,policy_rate,unemployment,current_account,debt_to_gdp,fx_change,biz_confidence,fin_stress_idx,shock_event_x,equities,bonds,real_estate,commodities,cash,shock_event_y
Sweden,Europe,developed,1989,2.622,113.72,3.087,3.31,4.518,-1.369,67.42,2.689,56.1,0.0,,9.7,-7.02,0.47,22.15,2.75,
Sweden,Europe,developed,1990,1.515,115.45,2.915,4.064,4.976,-1.634,69.76,-0.154,49.0,0.6,Gulf War / S&L crisis,9.1,-1.75,3.41,-17.06,3.48,Gulf War / S&L crisis
Sweden,Europe,developed,1991,0.803,116.37,2.823,4.546,5.202,-0.658,72.09,1.022,48.92,0.5,Recession,8.1,4.87,-5.37,-1.78,4.03,Recession
Sweden,Europe,developed,1992,1.555,118.18,2.548,4.106,3.744,2.894,74.2,3.056,51.7,0.0,,5.74,1.26,20.35,-10.62,3.81,
Sweden,Europe,developed,1993,1.941,120.48,4.312,4.123,3.08,2.573,74.88,-0.795,52.29,0.0,,-4.62,3.55,11.33,-3.03,3.14,
Sweden,Europe,developed,1994,2.217,123.15,3.049,4.225,4.116,-2.017,75.77,-1.07,50.33,0.0,,-13.93,-1.51,10.09,-12.11,3.62,
Sweden,Europe,developed,1995,2.009,125.62,2.895,4.173,3.86,-0.04,76.8,1.054,58.49,0.0,,-8.2,0.75,-3.51,2.76,3.4,
Sweden,Europe,developed,1996,1.828,127.92,3.064,4.218,4.269,3.132,80.24,-3.926,55.17,0.0,,-5.39,-1.43,-2.17,-15.74,3.91,
Sweden,Europe,developed,1997,2.231,130.77,2.802,4.721,3.54,-2.971,83.11,-3.813,51.53,1.2,Asian Financial Crisis,-0.08,-8.44,-3.08,17.06,3.78,Asian Financial Crisis
Sweden,Europe,developed,1998,2.685,134.29,0.948,3.856,3.141,-0.127,84.64,3.054,56.46,1.0,LTCM / Russia default,25.6,0.03,8.84,18.17,3.41,LTCM / Russia default
Sweden,Europe,developed,1999,2.911,138.19,1.235,3.871,3.113,1.714,84.52,1.84,59.62,0.0,,-4.23,-1.52,16.99,-8.75,3.58,
Sweden,Europe,developed,2000,2.91,142.22,1.207,3.88,2.114,0.605,86.41,0.077,58.18,0.0,,7.04,3.93,-3.48,-5.82,3.04,
Sweden,Europe,developed,2001,1.838,144.83,0.329,3.393,4.115,0.23,89.15,2.52,48.77,0.9,Dot-com bust / 9-11,9.08,6.14,8.42,-5.2,2.6,Dot-com bust / 9-11
Sweden,Europe,developed,2002,1.604,147.15,1.613,2.614,4.288,-1.171,90.7,-1.754,51.43,0.7,Corporate scandals,10.02,-0.95,15.06,1.12,2.12,Corporate scandals
Sweden,Europe,developed,2003,2.907,151.43,0.639,2.056,2.895,3.455,91.46,0.297,54.85,0.0,,20.38,3.53,-2.02,-12.9,2.06,
Sweden,Europe,developed,2004,2.214,154.78,0.683,2.99,4.589,-1.706,94.91,-1.328,49.28,0.0,,12.54,-4.0,11.16,-5.52,2.28,
Sweden,Europe,developed,2005,2.872,159.23,1.835,3.529,3.329,-0.334,98.55,0.773,54.8,0.0,,-1.21,7.5,-7.47,-8.96,3.04,
Sweden,Europe,developed,2006,1.783,162.07,1.919,3.936,3.51,1.278,101.84,1.465,56.33,0.0,,28.18,6.04,-0.97,26.33,2.94,
Sweden,Europe,developed,2007,1.52,164.53,0.601,3.322,4.684,-1.084,103.02,-3.283,58.43,0.0,,12.75,7.5,-0.41,13.13,2.67,
Sweden,Europe,developed,2008,-0.464,163.77,2.087,3.585,5.521,-0.489,106.24,-2.125,44.7,3.0,Global Financial Crisis,0.15,-2.53,-1.69,-4.75,3.39,Global Financial Crisis
Sweden,Europe,developed,2009,-2.127,160.28,1.982,2.87,6.816,-1.322,111.04,2.055,40.85,2.5,GFC trough,-9.92,14.07,-0.12,-0.68,2.68,GFC trough
Sweden,Europe,developed,2010,-0.988,158.7,1.9,2.502,5.269,2.959,113.95,-1.602,46.39,0.0,,13.7,7.87,-13.82,-12.03,2.54,
Sweden,Europe,developed,2011,0.219,159.05,2.757,2.928,4.762,1.147,115.66,-0.806,52.17,0.6,Euro debt crisis,-10.75,8.29,9.62,-7.76,1.89,Euro debt crisis
Sweden,Europe,developed,2012,1.289,161.1,1.78,2.583,4.41,3.452,114.34,0.563,48.56,0.0,,2.98,14.22,0.86,-8.71,1.9,
Sweden,Europe,developed,2013,1.186,163.01,1.492,2.392,4.14,0.014,115.73,-2.833,54.81,0.0,,24.6,3.05,2.99,24.23,2.21,
Sweden,Europe,developed,2014,1.941,166.17,2.228,2.004,4.179,1.352,115.78,-0.11,53.7,0.0,,1.43,-3.34,19.17,3.83,1.24,
Sweden,Europe,developed,2015,2.981,171.13,3.472,1.983,4.756,-1.83,119.58,1.439,52.42,0.4,China slowdown,-7.95,-4.89,0.59,-26.44,1.36,China slowdown
Sweden,Europe,developed,2016,3.132,176.48,3.052,2.769,3.549,2.393,121.79,-0.711,59.81,0.0,,3.44,-1.48,23.7,0.28,2.3,
Sweden,Europe,developed,2017,3.297,182.3,3.387,3.037,2.829,-1.135,122.66,1.096,59.8,0.0,,20.59,-0.89,13.07,8.69,2.62,
Sweden,Europe,developed,2018,2.98,187.74,4.214,4.24,3.632,-1.644,128.48,-0.846,56.59,0.0,,44.99,4.11,-1.66,10.38,3.37,
Sweden,Europe,developed,2019,2.631,192.68,3.02,3.834,4.001,-1.567,137.29,-2.538,51.71,0.0,,16.73,-5.6,-1.58,9.3,3.56,
Sweden,Europe,developed,2020,-0.121,192.44,3.789,4.068,5.346,-3.687,139.93,-3.266,44.5,2.8,COVID-19,-1.24,8.5,-1.33,5.05,3.31,COVID-19
Sweden,Europe,developed,2021,1.264,194.87,3.384,4.039,3.952,0.793,143.87,1.313,54.49,0.2,COVID recovery / stimulus,16.69,7.17,3.81,2.14,3.91,COVID recovery / stimulus
Sweden,Europe,developed,2022,1.332,197.47,5.165,4.757,4.59,0.283,146.83,-1.674,48.32,1.0,Inflation / rate hike cycle,2.4,0.71,4.86,2.94,3.8,Inflation / rate hike cycle
Sweden,Europe,developed,2023,1.552,200.54,3.787,4.686,3.893,-2.421,152.43,-0.439,49.85,0.4,Rates plateau,10.28,1.26,17.69,15.89,3.8,Rates plateau
Sweden,Europe,developed,2024,2.249,205.05,2.941,4.191,4.386,-1.074,154.85,-0.26,58.11,0.0,,18.83,3.21,16.47,-3.86,3.62,
Switzerland,Europe,developed,1985,1.812,101.81,0.241,2.503,3.851,3.776,61.9,-4.182,56.11,0.0,,10.27,5.55,1.63,11.19,2.25,
Switzerland,Europe,developed,1986,2.976,104.84,1.693,3.434,3.002,1.824,62.21,0.301,54.45,0.0,,28.35,2.54,5.3,15.4,2.68,
Switzerland,Europe,developed,1987,1.995,106.93,1.138,3.654,4.403,0.554,61.67,-0.605,51.7,0.8,Black Monday,19.88,9.93,14.74,8.3,2.96,Black Monday
Switzerland,Europe,developed,1988,2.468,109.57,2.093,4.154,3.388,-5.479,60.16,2.575,55.65,0.0,,11.92,4.41,1.91,23.64,3.7,
Switzerland,Europe,developed,1989,1.851,111.6,3.228,4.872,4.087,-0.587,62.22,-0.154,59.94,0.0,,-2.59,11.06,4.81,-12.35,3.89,
Switzerland,Europe,developed,1990,1.372,113.13,3.613,5.495,3.729,1.51,64.31,-5.756,46.23,0.6,Gulf War / S&L crisis,21.03,11.05,8.64,23.63,5.04,Gulf War / S&L crisis
Switzerland,Europe,developed,1991,-0.032,113.09,3.682,5.512,5.108,3.902,64.89,-0.799,49.82,0.5,Recession,6.83,4.55,3.0,14.62,4.46,Recession
Switzerland,Europe,developed,1992,-0.016,113.08,3.208,4.736,5.713,-1.363,71.88,-0.667,53.04,0.0,,12.23,10.46,-0.15,-1.1,4.17,
Switzerland,Europe,developed,1993,0.406,113.54,2.782,4.418,4.857,0.636,73.14,-0.725,49.3,0.0,,-2.93,-3.25,11.95,-3.28,3.76,
Switzerland,Europe,developed,1994,2.134,115.96,2.394,5.042,3.835,0.519,72.97,-1.252,56.56,0.0,,1.15,8.8,10.94,0.1,3.93,
Switzerland,Europe,developed,1995,3.002,119.44,2.333,5.56,3.819,3.255,75.17,4.441,56.88,0.0,,5.71,4.65,5.89,5.52,4.79,
Switzerland,Europe,developed,1996,2.242,122.12,1.138,6.052,4.289,-0.668,80.36,1.394,62.13,0.0,,16.5,3.63,5.86,-11.7,5.91,
Switzerland,Europe,developed,1997,0.723,123.0,1.106,5.232,3.652,2.121,82.98,1.507,56.69,1.2,Asian Financial Crisis,-3.55,6.83,3.15,-4.04,4.45,Asian Financial Crisis
Switzerland,Europe,developed,1998,0.42,123.52,0.662,4.645,5.284,-1.133,84.85,2.276,50.3,1.0,LTCM / Russia default,0.54,1.9,3.35,-22.81,4.47,LTCM / Russia default
Switzerland,Europe,developed,1999,-0.462,122.95,-0.211,4.437,5.432,-1.524,87.78,0.45,50.92,0.0,,12.23,10.82,-12.46,-10.1,4.19,
Switzerland,Europe,developed,2000,-0.711,122.07,-0.601,3.662,5.306,1.144,88.49,1.255,51.3,0.0,,53.08,14.26,10.91,9.4,2.86,
Switzerland,Europe,developed,2001,-0.691,121.23,-0.214,2.944,4.928,-0.144,94.09,0.186,43.61,0.9,Dot-com bust / 9-11,12.51,2.84,-7.86,-17.83,2.8,Dot-com bust / 9-11
Switzerland,Europe,developed,2002,-0.844,120.21,0.188,2.302,5.665,1.046,98.84,3.151,49.24,0.7,Corporate scandals,1.43,8.37,3.26,-15.34,1.76,Corporate scandals
Switzerland,Europe,developed,2003,-0.743,119.31,-0.333,1.766,5.146,-2.277,100.71,-0.489,45.92,0.0,,-1.57,0.97,2.32,-14.56,1.67,
Switzerland,Europe,developed,2004,-0.297,118.96,0.917,1.735,6.384,0.341,102.74,0.093,49.94,0.0,,15.08,-0.33,4.71,30.23,1.18,
Switzerland,Europe,developed,2005,0.488,119.54,2.635,1.736,5.185,0.416,101.99,1.111,55.16,0.0,,14.39,3.98,17.0,7.87,1.35,
Switzerland,Europe,developed,2006,0.302,119.9,2.341,1.305,4.22,2.096,103.36,-2.56,51.53,0.0,,10.14,4.36,8.11,-16.54,1.48,
Switzerland,Europe,developed,2007,0.363,120.33,1.736,1.792,4.238,-1.811,106.12,1.778,54.72,0.0,,21.66,-0.59,5.55,-0.42,1.18,
Switzerland,Europe,developed,2008,-2.377,117.47,3.009,1.679,7.101,-2.268,112.32,-4.118,39.17,3.0,Global Financial Crisis,-32.69,3.74,-6.27,-20.18,1.48,Global Financial Crisis
Switzerland,Europe,developed,2009,-4.042,112.73,1.809,1.813,7.547,-0.141,116.48,0.033,29.89,2.5,GFC trough,1.03,13.77,-5.95,-26.92,1.76,GFC trough
Switzerland,Europe,developed,2010,-3.069,109.27,1.875,2.189,7.343,1.559,120.75,1.295,39.47,0.0,,0.98,9.33,17.51,-10.17,1.0,
Switzerland,Europe,developed,2011,-2.244,106.81,1.417,1.482,6.289,0.371,125.39,1.027,43.29,0.6,Euro debt crisis,-12.58,9.89,3.39,-16.36,0.83,Euro debt crisis
Switzerland,Europe,developed,2012,-0.899,105.85,1.339,1.629,5.086,0.739,129.61,-1.381,47.66,0.0,,1.48,-0.12,10.56,-3.72,1.2,
Switzerland,Europe,developed,2013,-0.598,105.22,0.89,1.06,5.932,2.131,133.28,4.037,47.77,0.0,,-1.75,7.73,8.32,5.33,0.96,
Switzerland,Europe,developed,2014,1.82,107.14,0.77,1.283,3.891,0.745,136.91,-0.099,60.39,0.0,,12.57,-0.55,5.32,-3.1,1.71,
Switzerland,Europe,developed,2015,1.779,109.04,0.863,1.024,4.32,-0.268,137.62,-1.452,62.16,0.4,China slowdown,-4.01,2.69,11.41,-1.89,1.19,China slowdown
Switzerland,Europe,developed,2016,1.626,110.81,-0.236,0.63,4.161,1.093,140.51,1.784,52.58,0.0,,10.0,4.81,18.7,29.43,0.96,
Switzerland,Europe,developed,2017,1.874,112.89,-0.649,0.252,3.604,-2.377,144.18,1.932,58.13,0.0,,13.41,6.03,13.68,4.33,0.0,
Switzerland,Europe,developed,2018,1.879,115.01,0.342,0.0,4.492,0.354,146.87,1.017,52.26,0.0,,26.5,6.12,13.46,-16.45,0.02,
Switzerland,Europe,developed,2019,0.96,116.12,-0.056,0.255,4.865,-2.736,146.73,-1.07,51.6,0.0,,-10.15,3.39,7.43,6.51,0.78,
Switzerland,Europe,developed,2020,-2.647,113.04,-1.152,0.0,6.367,-2.361,149.57,1.619,36.43,2.8,COVID-19,-0.86,19.42,5.19,16.26,0.56,COVID-19
Switzerland,Europe,developed,2021,1.18,114.38,0.033,0.0,4.992,-0.612,153.45,1.208,51.85,0.2,COVID recovery / stimulus,3.92,2.15,17.62,2.14,0.07,COVID recovery / stimulus
Switzerland,Europe,developed,2022,0.723,115.2,2.623,1.023,4.365,0.082,155.68,0.981,46.93,1.0,Inflation / rate hike cycle,3.7,0.89,20.5,-13.51,1.08,Inflation / rate hike cycle
Switzerland,Europe,developed,2023,1.302,116.7,2.082,0.879,4.953,4.468,159.74,2.59,53.07,0.4,Rates plateau,17.22,-4.2,3.55,-6.79,0.92,Rates plateau
Switzerland,Europe,developed,2024,0.43,117.2,0.43,0.948,4.489,-1.829,161.94,1.462,46.84,0.0,,5.65,5.71,-1.91,37.21,0.83,
Japan,Asia,developed,1985,1.231,101.23,2.008,1.821,4.82,-0.969,63.05,1.832,56.33,0.0,,17.02,0.9,3.98,31.99,0.97,
Japan,Asia,developed,1986,1.844,103.1,0.845,2.33,3.652,0.519,65.45,0.957,57.16,0.0,,15.17,-1.55,5.87,-6.71,1.68,
Japan,Asia,developed,1987,0.951,104.08,-0.16,2.372,4.617,2.299,67.63,-2.522,54.47,0.8,Black Monday,6.68,-5.93,3.16,0.39,1.61,Black Monday
Japan,Asia,developed,1988,0.866,104.98,0.306,1.898,5.389,-1.753,69.08,0.363,49.61,0.0,,27.96,2.97,6.6,-6.52,1.59,
Japan,Asia,developed,1989,1.223,106.26,1.694,1.898,4.586,-5.499,71.02,-0.894,51.62,0.0,,26.46,16.35,15.0,19.46,2.13,
Japan,Asia,developed,1990,1.221,107.56,1.464,1.971,4.201,-3.834,70.87,1.723,46.54,0.6,Gulf War / S&L crisis,11.08,12.48,13.73,4.88,1.78,Gulf War / S&L crisis
Japan,Asia,developed,1991,-0.069,107.49,1.138,2.631,5.419,-1.114,76.11,-1.582,51.8,0.5,Recession,-17.42,7.45,-7.97,-22.08,2.29,Recession
Japan,Asia,developed,1992,-0.492,106.96,1.929,2.478,4.732,-0.434,79.38,-1.328,50.02,0.0,,-7.82,5.04,6.41,5.59,1.84,
Japan,Asia,developed,1993,-0.344,106.59,2.199,2.76,5.141,-0.883,82.44,0.681,55.04,0.0,,16.44,4.19,8.49,-14.93,2.29,
Japan,Asia,developed,1994,0.681,107.32,2.7,4.248,4.918,0.969,86.7,-2.588,50.94,0.0,,19.03,8.07,-2.85,-4.67,3.31,
Japan,Asia,developed,1995,0.582,107.94,2.838,4.231,4.778,2.175,91.35,-0.935,49.93,0.0,,-2.27,-3.87,2.31,13.06,3.36,
Japan,Asia,developed,1996,1.493,109.55,3.05,3.759,4.097,0.331,95.49,1.145,55.83,0.0,,7.68,1.04,14.16,-5.29,3.02,
Japan,Asia,developed,1997,1.366,111.05,2.819,3.67,4.187,0.038,98.18,-4.377,50.96,1.2,Asian Financial Crisis,-6.51,-2.44,6.94,1.11,3.14,Asian Financial Crisis
Japan,Asia,developed,1998,1.073,112.24,2.064,3.573,4.708,-2.158,97.76,-1.076,53.87,1.0,LTCM / Russia default,19.23,10.93,-10.21,12.51,3.1,LTCM / Russia default
Japan,Asia,developed,1999,2.192,114.7,2.437,3.17,3.788,0.513,100.39,0.587,54.56,0.0,,5.82,3.96,-5.86,25.68,2.85,
Japan,Asia,developed,2000,2.058,117.06,2.446,3.737,3.568,-0.69,97.49,-1.737,55.29,0.0,,-0.18,-0.51,-7.01,-0.99,3.03,
Japan,Asia,developed,2001,0.407,117.54,2.165,3.679,3.667,0.431,98.67,0.562,45.71,0.9,Dot-com bust / 9-11,-13.63,8.5,12.22,2.32,3.04,Dot-com bust / 9-11
Japan,Asia,developed,2002,0.218,117.79,1.624,3.638,4.953,-0.51,98.68,-3.202,47.58,0.7,Corporate scandals,7.94,5.2,-6.36,-7.28,3.0,Corporate scandals
Japan,Asia,developed,2003,0.534,118.42,0.972,3.608,4.594,-1.93,101.03,0.4,52.75,0.0,,9.48,5.45,6.27,-20.26,3.27,
Japan,Asia,developed,2004,1.902,120.67,0.403,3.279,4.262,-0.047,102.46,-2.979,54.81,0.0,,10.52,17.76,4.19,7.51,3.64,
Japan,Asia,developed,2005,1.157,122.07,-0.899,2.361,3.898,1.168,106.04,-1.298,53.08,0.0,,12.27,6.82,0.12,24.75,1.66,
Japan,Asia,developed,2006,0.128,122.23,-0.955,1.968,5.348,-1.426,110.73,-2.505,46.68,0.0,,12.89,5.68,5.74,-19.81,2.08,
Japan,Asia,developed,2007,0.897,123.32,0.733,2.11,4.531,-4.39,109.11,0.279,51.92,0.0,,6.3,-0.67,18.15,-4.98,1.89,
Japan,Asia,developed,2008,-2.316,120.47,1.429,1.995,6.63,0.273,115.22,-1.171,39.47,3.0,Global Financial Crisis,-0.5,11.31,-21.54,11.09,1.67,Global Financial Crisis
Japan,Asia,developed,2009,-4.049,115.59,3.135,2.255,7.215,1.05,123.22,-5.165,35.71,2.5,GFC trough,-17.38,7.43,-18.71,4.23,1.51,GFC trough
Japan,Asia,developed,2010,-2.866,112.28,2.753,1.817,6.696,-1.303,126.95,-1.154,46.22,0.0,,-2.93,6.77,11.66,-9.61,1.98,
Japan,Asia,developed,2011,-0.885,111.28,2.736,2.127,5.256,2.212,129.43,-1.423,48.78,0.6,Euro debt crisis,14.02,2.64,-4.95,-18.8,1.89,Euro debt crisis
Japan,Asia,developed,2012,-0.612,110.6,2.319,1.659,5.658,3.882,133.7,2.468,45.42,0.0,,-2.5,10.7,1.33,-10.5,1.48,
Japan,Asia,developed,2013,0.058,110.67,1.26,1.614,5.357,0.204,133.5,-2.768,46.05,0.0,,-0.13,5.48,15.75,4.4,1.41,
Japan,Asia,developed,2014,0.713,111.45,2.819,2.612,3.695,2.842,138.21,-3.696,51.47,0.0,,10.87,-5.42,9.98,5.98,2.49,
Japan,Asia,developed,2015,1.387,113.0,2.646,2.404,4.612,-4.275,140.38,1.722,53.88,0.4,China slowdown,16.15,1.95,15.53,-0.93,2.12,China slowdown
Japan,Asia,developed,2016,1.116,114.26,2.988,3.197,5.097,1.749,145.56,0.809,54.52,0.0,,4.9,4.83,3.27,28.48,3.32,
Japan,Asia,developed,2017,1.266,115.71,2.361,2.866,3.889,-0.564,148.91,2.413,54.09,0.0,,19.98,10.86,-5.15,-17.84,2.34,
Japan,Asia,developed,2018,1.926,117.94,2.912,3.15,4.334,-0.487,154.38,0.638,52.85,0.0,,11.17,0.97,-5.55,21.19,3.32,
Japan,Asia,developed,2019,1.917,120.2,3.808,3.614,4.265,1.092,155.41,0.119,52.21,0.0,,25.31,6.32,8.46,-8.28,3.09,
Japan,Asia,developed,2020,-1.563,118.32,3.857,3.972,5.629,0.893,159.89,-2.42,37.01,2.8,COVID-19,14.31,3.54,-9.93,18.76,3.73,COVID-19
Japan,Asia,developed,2021,1.327,119.89,4.046,3.76,3.876,3.136,164.08,-3.621,49.4,0.2,COVID recovery / stimulus,-2.82,-0.1,0.96,5.29,3.53,COVID recovery / stimulus
Japan,Asia,developed,2022,0.403,120.37,6.746,4.676,5.452,0.704,169.31,-4.455,52.16,1.0,Inflation / rate hike cycle,-9.09,4.63,0.57,39.86,4.07,Inflation / rate hike cycle
Japan,Asia,developed,2023,0.176,120.59,5.617,4.934,5.0,0.704,173.49,-0.636,48.99,0.4,Rates plateau,0.75,3.23,-2.3,-22.28,4.12,Rates plateau
Japan,Asia,developed,2024,0.118,120.73,5.938,5.966,4.561,1.137,177.08,-3.911,53.49,0.0,,-1.12,-8.18,-1.34,-26.01,4.97,
Australia,AsiaPacific,developed,1985,1.778,101.78,3.241,4.489,4.005,0.82,63.44,-1.875,55.33,0.0,,11.29,2.17,1.4,2.76,3.58,
Australia,AsiaPacific,developed,1986,2.101,103.92,2.088,4.278,4.64,3.353,67.06,-2.257,55.22,0.0,,9.62,3.1,-1.61,7.56,3.71,
Australia,AsiaPacific,developed,1987,2.486,106.5,2.835,4.677,3.938,-0.145,68.11,-3.896,53.86,0.8,Black Monday,4.62,14.19,2.25,-0.57,3.85,Black Monday
Australia,AsiaPacific,developed,1988,2.676,109.35,3.214,4.267,3.984,4.109,70.34,-0.338,55.71,0.0,,-0.69,4.43,0.99,-4.27,3.47,
Australia,AsiaPacific,developed,1989,3.927,113.64,2.252,4.412,2.637,-1.094,71.99,2.769,62.41,0.0,,2.25,-7.6,4.36,17.17,3.81,
Australia,AsiaPacific,developed,1990,3.194,117.27,2.211,5.387,3.189,-1.142,70.71,2.879,57.41,0.6,Gulf War / S&L crisis,26.95,5.91,7.71,31.81,4.55,Gulf War / S&L crisis
Australia,AsiaPacific,developed,1991,3.646,121.55,1.283,5.627,3.212,1.612,69.56,3.301,57.87,0.5,Recession,10.17,2.79,16.32,3.3,4.59,Recession
Australia,AsiaPacific,developed,1992,3.411,125.7,2.042,5.094,3.005,-0.927,67.9,1.861,59.67,0.0,,18.73,-2.26,10.2,10.05,4.27,
Australia,AsiaPacific,developed,1993,2.838,129.26,2.413,4.882,3.745,-1.255,68.27,2.13,54.88,0.0,,17.21,-5.6,6.8,-3.05,5.01,
Australia,AsiaPacific,developed,1994,4.041,134.49,2.467,4.54,3.593,1.262,71.44,2.391,55.26,0.0,,15.82,-2.18,-3.04,23.78,3.75,
Australia,AsiaPacific,developed,1995,3.655,139.4,2.336,4.045,3.041,2.673,73.69,-2.643,51.86,0.0,,4.13,2.95,13.59,13.55,3.44,
Australia,AsiaPacific,developed,1996,4.44,145.59,2.297,3.932,2.643,-2.955,78.07,-0.725,62.03,0.0,,17.97,1.85,12.49,10.59,3.67,
Australia,AsiaPacific,developed,1997,3.581,150.81,3.649,4.437,3.636,1.438,81.4,0.351,53.3,1.2,Asian Financial Crisis,8.77,-3.61,3.34,15.39,3.24,Asian Financial Crisis
Australia,AsiaPacific,developed,1998,4.175,157.1,2.568,4.566,2.92,0.805,82.51,0.609,54.95,1.0,LTCM / Russia default,-11.13,5.77,17.79,-15.19,3.91,LTCM / Russia default
Australia,AsiaPacific,developed,1999,2.882,161.63,2.562,4.136,2.692,0.274,85.64,1.035,56.85,0.0,,6.91,0.32,9.5,-15.42,3.18,
Australia,AsiaPacific,developed,2000,1.702,164.38,1.461,4.664,3.625,1.222,86.96,0.471,51.14,0.0,,4.18,3.16,-4.78,14.98,3.84,
Australia,AsiaPacific,developed,2001,1.413,166.7,1.694,4.175,3.768,0.536,87.29,1.097,58.6,0.9,Dot-com bust / 9-11,-0.63,5.79,1.49,15.3,3.27,Dot-com bust / 9-11
Australia,AsiaPacific,developed,2002,2.09,170.19,2.388,4.111,2.986,-2.645,92.37,-1.546,50.23,0.7,Corporate scandals,-10.0,1.33,4.64,-15.27,3.08,Corporate scandals
Australia,AsiaPacific,developed,2003,2.168,173.88,1.561,3.42,3.891,-1.783,93.19,-1.281,55.44,0.0,,13.14,-0.4,-4.21,17.78,2.72,
Australia,AsiaPacific,developed,2004,2.187,177.68,1.606,3.573,3.836,-0.557,96.47,1.605,53.46,0.0,,24.51,3.47,9.49,0.16,2.24,
Australia,AsiaPacific,developed,2005,2.389,181.92,1.159,3.036,4.19,0.89,99.54,0.964,54.4,0.0,,-1.59,3.07,11.43,-23.69,2.56,
Australia,AsiaPacific,developed,2006,2.909,187.22,2.175,3.555,3.495,2.774,102.19,1.362,56.04,0.0,,-0.85,3.24,8.1,14.94,3.34,
Australia,AsiaPacific,developed,2007,3.03,192.89,1.652,3.804,4.908,-0.75,104.59,-0.638,53.95,0.0,,18.0,6.9,5.13,45.9,2.87,
Australia,AsiaPacific,developed,2008,1.199,195.2,1.913,3.466,3.607,-1.515,104.2,0.553,45.04,3.0,Global Financial Crisis,-10.18,10.05,4.39,9.06,3.15,Global Financial Crisis
Australia,AsiaPacific,developed,2009,-1.501,192.27,2.33,2.97,6.4,-0.564,106.56,-2.255,41.64,2.5,GFC trough,-32.96,14.85,-5.07,20.24,1.91,GFC trough
Australia,AsiaPacific,developed,2010,-0.723,190.88,2.205,2.36,5.56,-3.573,108.65,1.607,49.62,0.0,,8.22,2.11,9.77,7.69,2.12,
Australia,AsiaPacific,developed,2011,0.212,191.29,2.548,2.966,5.357,0.892,113.47,1.486,47.86,0.6,Euro debt crisis,-8.59,3.85,2.44,10.45,2.82,Euro debt crisis
Australia,AsiaPacific,developed,2012,0.052,191.39,2.875,3.292,5.519,-1.873,114.76,0.807,49.88,0.0,,7.49,-2.87,5.35,42.62,3.29,
Australia,AsiaPacific,developed,2013,-0.392,190.64,3.1,2.628,4.723,2.703,121.43,-2.611,48.31,0.0,,-30.17,3.91,12.61,0.72,2.1,
Australia,AsiaPacific,developed,2014,0.431,191.46,4.405,2.963,4.546,3.097,123.63,0.873,46.34,0.0,,3.82,4.13,-3.47,22.14,2.5,
Australia,AsiaPacific,developed,2015,0.741,192.88,2.486,2.614,5.049,-0.1,125.78,-1.493,49.86,0.4,China slowdown,-4.39,9.29,-6.48,-5.11,2.05,China slowdown
Australia,AsiaPacific,developed,2016,1.436,195.65,3.275,1.919,3.866,0.318,127.87,0.574,53.37,0.0,,37.04,-1.5,-7.92,-4.75,1.77,
Australia,AsiaPacific,developed,2017,1.594,198.77,2.699,2.162,4.777,-1.464,130.1,0.307,57.53,0.0,,20.88,13.87,20.32,6.55,1.57,
Australia,AsiaPacific,developed,2018,1.716,202.18,3.426,3.133,4.11,-0.421,132.15,-0.789,55.63,0.0,,29.75,-0.33,2.04,-2.13,2.29,
Australia,AsiaPacific,developed,2019,2.125,206.47,3.429,3.046,3.454,4.287,134.36,-1.828,58.09,0.0,,5.91,0.02,13.94,-1.6,2.21,
Australia,AsiaPacific,developed,2020,-0.537,205.36,3.496,3.183,5.109,-0.339,135.32,-0.566,48.99,2.8,COVID-19,-26.09,5.96,-2.59,-6.1,2.57,COVID-19
Australia,AsiaPacific,developed,2021,2.449,210.39,2.479,3.312,5.145,1.733,136.33,1.188,51.75,0.2,COVID recovery / stimulus,15.57,9.14,1.31,5.06,3.1,COVID recovery / stimulus
Australia,AsiaPacific,developed,2022,0.824,212.13,4.305,3.784,3.652,-2.298,139.75,-1.358,50.66,1.0,Inflation / rate hike cycle,-6.41,1.7,1.86,-15.82,3.27,Inflation / rate hike cycle
Australia,AsiaPacific,developed,2023,0.289,212.74,3.885,3.542,5.677,-3.432,141.0,0.419,54.71,0.4,Rates plateau,4.83,5.12,-6.15,3.96,3.43,Rates plateau
Australia,AsiaPacific,developed,2024,1.106,215.1,4.058,3.916,3.934,-0.98,141.91,-3.025,53.18,0.0,,32.42,7.65,-4.59,11.06,3.18,
South_Korea,Asia,developed,1985,3.826,103.83,3.756,3.986,3.235,-0.977,64.38,0.571,57.96,0.0,,17.73,-4.43,-4.94,-0.37,3.6,
South_Korea,Asia,developed,1986,3.541,107.5,3.749,3.655,3.023,-0.524,64.57,-2.506,49.69,0.0,,17.32,1.68,10.73,10.79,3.27,
South_Korea,Asia,developed,1987,2.077,109.74,2.938,3.725,3.162,-2.736,70.34,-1.105,51.67,0.8,Black Monday,3.66,2.71,18.61,5.7,3.18,Black Monday
South_Korea,Asia,developed,1988,3.068,113.1,3.581,3.143,3.35,-3.236,76.97,-3.214,50.27,0.0,,14.7,-0.84,5.83,7.66,2.52,
South_Korea,Asia,developed,1989,2.802,116.27,2.367,3.505,4.81,-0.951,76.3,-4.134,52.38,0.0,,10.57,-2.03,9.06,12.62,2.92,
